cord_uid_a,cord_uid_b,similarity,title_a,title_b
p81l6zvz,a9jyx7wb,0.008276175,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Risk Factors of COVID-19 Patients
rs22vmgr,m5wlk26r,0.008277922,Silent transmission of “covid-19”: A major concern,COVID-19 trifft auf angeborene Herzfehler
oyagj7cl,fx92xnzt,0.008278762,Conceptualizing interactions between sdgs and urban sustainability transformations in covid-19 times,Welche Phytos gegen Husten?
29xi5zs5,2w9zsz4m,0.008282679,Hematologic Complications,Aktuelles zur Brustkrebstherapie
lzwl577x,3flfngu0,0.008284374,Monocytes and Macrophages in COVID-19,Was bitte ist denn »Molekularbiologie«?
fx92xnzt,m5tmj6jb,0.00829153,Welche Phytos gegen Husten?,Career Confidential: Distance learning frustrations
8xtexo2z,slrbyjoh,0.008291873,Marktführer gesucht,Hindsight Beyond 2020
3nsluouj,8ezcu225,0.008292978,Einfluss der Coronapandemie auf Schmerzpatienten: Welche Auswirkungen der Pandemie auf ihre Versorgung nehmen Patienten mit chronischen Schmerzen wahr?,Enquiring minds.
dwrk0apt,6ho4ox2e,0.00830746,The Many Faces of COVID-19: Spectrum of Imaging Manifestations,Pädiatrie aktuell – Forschung kurz notiert
7ljhd62b,v4s11m2i,0.008308838,COVID-19 – Eine neue Herausforderung,The authors respond.
qck89un2,mdd60ic7,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
qck89un2,se2s9c5j,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
qck89un2,0ngl3naa,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
qck89un2,eej8qb9t,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees.
qck89un2,2un48l2e,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
qck89un2,s4bobqls,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to referees
qck89un2,dbo18qfk,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
qck89un2,rh9bx841,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
mdd60ic7,rg3imso8,0.008313622,Acknowledgement to Referees,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie
mdd60ic7,3pojopq0,0.008313622,Acknowledgement to Referees,Grundlagen der Pharmakologie von Cannabinoiden
rg3imso8,0ngl3naa,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
rg3imso8,se2s9c5j,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
rg3imso8,eej8qb9t,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees.
rg3imso8,s4bobqls,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to referees
rg3imso8,2un48l2e,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
rg3imso8,dbo18qfk,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
rg3imso8,rh9bx841,0.008313622,Versorgungssituation von Insektengiftallergikern während der COVID-19-Pandemie,Acknowledgement to Referees
3pojopq0,se2s9c5j,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to Referees
3pojopq0,0ngl3naa,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to Referees
3pojopq0,eej8qb9t,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to Referees.
3pojopq0,s4bobqls,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to referees
3pojopq0,2un48l2e,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to Referees
3pojopq0,dbo18qfk,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to Referees
3pojopq0,rh9bx841,0.008313622,Grundlagen der Pharmakologie von Cannabinoiden,Acknowledgement to Referees
3dqljzjm,nm89ue1r,0.008331122,An EUA for tocilizumab (Actemra) for COVID-19,Finding purpose
8xtexo2z,w9uyueuo,0.008334228,Marktführer gesucht,Comorbidity Impact on COVID-19
kirayybr,fx92xnzt,0.008358538,"Drivers of COVID-19 Stay at Home Orders: Epidemiologic, Economic, or Political Concerns?",Welche Phytos gegen Husten?
7ljhd62b,x0da3bw0,0.008380277,COVID-19 – Eine neue Herausforderung,Staffing Levels and COVID-19 Cases and Outbreaks in U.S. Nursing Homes
17trii16,1t2g1nhg,0.008383272,Endlich mehr Honorar für COVID-19-lmpfungen,Games about the Game: A History of Tabletop Baseball
kux9vzn8,mje2exwt,0.008383365,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Correction Details
lq92mlhs,29xi5zs5,0.008402851,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Hematologic Complications
vpvg3f3g,fouh4jhs,0.008408363,Therapeutic targets and potential agents for the treatment of COVID-19,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
76y24si3,m5wlk26r,0.008408883,Gender Differences on Psychosocial Factors Affecting COVID-19 Preventive Behaviors,COVID-19 trifft auf angeborene Herzfehler
zlzlu8d4,0vlkahyu,0.008441979,Safety assessment of traditional Plaisentif cheese.,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
sfarwvit,nt3oulua,0.008445319,So machen Vermittler ihren Betrieb zukunftsfest,Cannabidiol interactions with voltage-gated sodium channels
kux9vzn8,c1qdw17z,0.0084556285,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Radiological Findings in Patients with COVID-19
tucs5o3u,fouh4jhs,0.008463483,Interim Guidance for Businesses and Employers,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
aorrfl8y,2w9zsz4m,0.008464979,Nurses' House-for Nurses.,Aktuelles zur Brustkrebstherapie
7ljhd62b,5n7v6ivs,0.0084863035,COVID-19 – Eine neue Herausforderung,The coronavirus' two bodies
2w9zsz4m,nbnoo02p,0.008499326,Aktuelles zur Brustkrebstherapie,Is prediabetes a risk factor for severe COVID‐19?
owec8o76,sfarwvit,0.008501657,Benchmarking the performance of US Municipalities,So machen Vermittler ihren Betrieb zukunftsfest
ox96k77e,7ljhd62b,0.008515477,Factors affecting mortality in geriatric patients hospitalized with COVID-19,COVID-19 – Eine neue Herausforderung
64iq25ct,m5wlk26r,0.008525021,The big in the small,COVID-19 trifft auf angeborene Herzfehler
jbrr6fx9,mdd60ic7,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees
jbrr6fx9,se2s9c5j,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees
jbrr6fx9,0ngl3naa,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees
jbrr6fx9,eej8qb9t,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees.
jbrr6fx9,2un48l2e,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees
jbrr6fx9,s4bobqls,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to referees
jbrr6fx9,dbo18qfk,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees
jbrr6fx9,rh9bx841,0.008527563,"""Viele Dinge bleiben zu bedenken""",Acknowledgement to Referees
kux9vzn8,uzs39gx1,0.008528949,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Care for caregivers- a mission for primary care
g8mw0kj2,m5wlk26r,0.008535766,Mental health matters,COVID-19 trifft auf angeborene Herzfehler
yrhf7qci,hrbxg1yg,0.008540447,News-Screen Rheumatologie,Es gibt Hoffnung
cixnefb2,hrbxg1yg,0.008540447,News-Screen Rheumatologie,Es gibt Hoffnung
x72vmp8d,sptj9tuy,0.0085593015,Interpretación de patrones radiológicos sugerentes de COVID-19 en pediatría,Thinking about “Thinking about COVID-19”
hrbxg1yg,qz1q3wf1,0.008559956,Es gibt Hoffnung,Research challenges in uncertain times.
k0xqoyx8,99btzh9a,0.008564139,Stille Hypoxie bei COVID-19: Eine Fallserie,News & Notes
7ljhd62b,zw1j85pz,0.008569956,COVID-19 – Eine neue Herausforderung,Primary Care Clinicians as COVID-19 Vaccine Ambassadors
xf05lfy7,fx92xnzt,0.008571081,A monthly roundup of key articles in other journals.,Welche Phytos gegen Husten?
3h2oqsey,fx92xnzt,0.008571081,A monthly roundup of key articles in other journals,Welche Phytos gegen Husten?
g9is9gtx,fx92xnzt,0.008571081,A monthly roundup of key articles in other journals.,Welche Phytos gegen Husten?
741eleaf,fx92xnzt,0.008571742,Challenges in the time of COVID-19,Welche Phytos gegen Husten?
xtvj6yyj,0vlkahyu,0.0085772015,Legaltech in Public Administration: Prospects and Challenges,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
kux9vzn8,x1zun8qe,0.008586894,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Therapeutic Potential of B-1a Cells in COVID-19
zku020ww,m5wlk26r,0.00859024,"Educating heads, hands, and hearts in the COVID-19 Classroom",COVID-19 trifft auf angeborene Herzfehler
tmi60ugl,kdol990p,0.00859056,Fears and Hopes,Jeden Verdacht melden!
xs0pxnd4,sfarwvit,0.008592105,COVID-19: Knowing the Data,So machen Vermittler ihren Betrieb zukunftsfest
3flfngu0,a9jyx7wb,0.008601272,Was bitte ist denn »Molekularbiologie«?,Risk Factors of COVID-19 Patients
lvbep9hm,17trii16,0.008602935,The spread of pathogens through trade in wildlife.,Endlich mehr Honorar für COVID-19-lmpfungen
h22uykqx,0vlkahyu,0.008609092,Keeping the research spotlight on COVID-19.,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
kux9vzn8,pbflhjz0,0.00861213,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Clinical characteristics and outcomes of COVID-19 patients with prediabetes
0zt5ykhn,kux9vzn8,0.008615369,"The Human, Economic, Social, and Political Costs of COVID-19",Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
fouh4jhs,d4l85xzw,0.008616296,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,Meetings and Courses
2w9zsz4m,07xwlau9,0.008619714,Aktuelles zur Brustkrebstherapie,Respiratory Diseases of Rodents
lq92mlhs,dxx0bfis,0.008629542,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Disease X and other unknowns
p81l6zvz,u91j571e,0.008632907,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Academic Skills: Publications
1g0pthfr,w4k5v3gz,0.008640873,Epidemiological and Clinical Predictors of COVID-19,Nach COVID-19-Infektion treten vermehrt Herzprobleme auf
kux9vzn8,2mn5n7p9,0.008641842,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,[Important and Unresolved Aspects of Neuropathologic Analyses of COVID-19 Individuals].
znsjqn3m,fx92xnzt,0.008649226,Class - the ignored determinant of the nation's health.,Welche Phytos gegen Husten?
g8mw0kj2,0vlkahyu,0.0086582005,Mental health matters,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
w72ielhf,bh8jhqyn,0.008697997,Editors’ Note,Ein lange bekanntes Syndrom bei einer neuen Krankheit
2w9zsz4m,3dx56fet,0.008702686,Aktuelles zur Brustkrebstherapie,"COVID-19, Your Pet and Other Animals: Are You at Risk?"
o5x72g1a,fx92xnzt,0.008703436,Research Focus: Protas,Welche Phytos gegen Husten?
7q8hjzfc,0vlkahyu,0.008714992,Ecological determinants of health: food and environment on human health,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
zhg0x6oy,d4l85xzw,0.008715135,Ein weiteres Opfer der Pandemie,Meetings and Courses
dzzxxztl,m5wlk26r,0.00874291,Clinical characteristics of nutritional indicators in patients with Covid-19,COVID-19 trifft auf angeborene Herzfehler
46z4663u,bnto2xy7,0.0087457,Endlich Farbe bekennen,COVID‐19 vaccination in children and university students
ln74h5jn,zpo4us36,0.008756132,Cybersecurity educational games: a theoretical framework,Versorgung von Krebspatienten leidet
db266vyl,fx92xnzt,0.008758141,CrowdXR - Pitfalls and Potentials of Experiments with Remote Participants,Welche Phytos gegen Husten?
lq92mlhs,tke3pkpk,0.008767984,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Two Weeks
sfarwvit,x1zun8qe,0.008770871,So machen Vermittler ihren Betrieb zukunftsfest,Therapeutic Potential of B-1a Cells in COVID-19
fouh4jhs,qkc0v9xq,0.0087920185,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,MLFW: A Database for Face Recognition on Masked Faces
d6su39tw,bnto2xy7,0.0088016065,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion,COVID‐19 vaccination in children and university students
kmsz4jdk,6ho4ox2e,0.008809267,Hyperlipasemia in Hospitalized COVID-19 Patients,Pädiatrie aktuell – Forschung kurz notiert
3dqljzjm,e3pd25mi,0.00882233,An EUA for tocilizumab (Actemra) for COVID-19,The WSES: what do we see in the future?
y4lygtig,6ho4ox2e,0.008828942,Ways to look after yourself and others in 2021.,Pädiatrie aktuell – Forschung kurz notiert
jzoj084m,8xtexo2z,0.008836735,COVID-19: Risk factors for critical illness,Marktführer gesucht
iddwqw3z,17trii16,0.008837208,Contagious Protests,Endlich mehr Honorar für COVID-19-lmpfungen
k7qibllm,fx92xnzt,0.008838191,Are children and schools a COVID-19 threat?,Welche Phytos gegen Husten?
049uxyjf,3dqljzjm,0.008839577,How can I make the most of my time shielding?,An EUA for tocilizumab (Actemra) for COVID-19
3dqljzjm,h78hbt2b,0.008839577,An EUA for tocilizumab (Actemra) for COVID-19,How can I make the most of my time shielding?
5r2leevd,5hepuqon,0.0088594165,Kündigung – Maskenpflicht – Anforderungen an ein Attest zur Befreiung : KSchG 1;BGB 242,COVID-19 infections in pets such as cats and dogs
kux9vzn8,7kj3ttsm,0.00886186,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,The molecular footprints of COVID-19
7alnaipp,0vlkahyu,0.008867632,Coping with COVID-19 in an international border region: Health and economy,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
3dqljzjm,phhoqm07,0.008889492,An EUA for tocilizumab (Actemra) for COVID-19,The importance of asking questions and doing things for a reason
l8cqvc8i,17trii16,0.008890256,Teaching during COVID-19 Times: A Community College Perspective,Endlich mehr Honorar für COVID-19-lmpfungen
98mktb8e,m5wlk26r,0.008893499,Reflections on key methodological decisions in national burden of disease assessments,COVID-19 trifft auf angeborene Herzfehler
wxjssuru,7ljhd62b,0.008902319,Clinical features and potential risk factors for discerning the critical cases and predicting the outcome of patients with COVID-19,COVID-19 – Eine neue Herausforderung
2w9zsz4m,nggz2d9j,0.008915099,Aktuelles zur Brustkrebstherapie,"The Effects of COVID-19 on U.S. Small Businesses: Evidence from Owners, Managers, and Employees"
sfarwvit,y3yku6n7,0.008962864,So machen Vermittler ihren Betrieb zukunftsfest,Obesity as a risk factor for COVID-19: an overview.
kux9vzn8,mrdg743n,0.008963272,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Recruiting Residents During COVID-19
bhimxnxq,kcl0uzdg,0.00896815,Serological characteristics of COVID-19 patients.,Budesonid verhindert bei COVID-19 Übergang zu schwerem Verlauf
8xtexo2z,3ue8ze3s,0.008979576,Marktführer gesucht,Virucidal activity
ryq1asf3,sfarwvit,0.008998103,Geographical Readings of COVID-19,So machen Vermittler ihren Betrieb zukunftsfest
7ljhd62b,reg2jz1a,0.009004124,COVID-19 – Eine neue Herausforderung,Trends in Covid-19 hospital mortality in women and men
2qxv4okg,fx92xnzt,0.009008284,Impact of Covid-19 on field and office workforce in construction industry,Welche Phytos gegen Husten?
p81l6zvz,a5hc3hef,0.009033395,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Guideposts for Assessment During COVID-19
17trii16,epsi5qq7,0.009046563,Endlich mehr Honorar für COVID-19-lmpfungen,Clinical Features of COVID-19 Patients in Xiaogan City
gqg1q3ii,8xtexo2z,0.009053274,Vaccines and adjuvants,Marktführer gesucht
2w9zsz4m,ox96k77e,0.009056704,Aktuelles zur Brustkrebstherapie,Factors affecting mortality in geriatric patients hospitalized with COVID-19
xf05lfy7,m5wlk26r,0.009060099,A monthly roundup of key articles in other journals.,COVID-19 trifft auf angeborene Herzfehler
3h2oqsey,m5wlk26r,0.009060099,A monthly roundup of key articles in other journals,COVID-19 trifft auf angeborene Herzfehler
g9is9gtx,m5wlk26r,0.009060099,A monthly roundup of key articles in other journals.,COVID-19 trifft auf angeborene Herzfehler
2w9zsz4m,g1numkxy,0.009061939,Aktuelles zur Brustkrebstherapie,"Phenotypes of Liver Diseases in Infants, Children, and Adolescents"
sfarwvit,zudabpei,0.009066352,So machen Vermittler ihren Betrieb zukunftsfest,COVID-19 Deaths: Reasons and Rationale
xamgedfq,iw6ooopp,0.009074284,Variability Matters,COVID-19-Pandemie: Was wissen wir – was können wir empfehlen?: Ein Kommentar der Herausgeber
fbj6bolc,m5wlk26r,0.009074642,The changing demographics of COVID-19,COVID-19 trifft auf angeborene Herzfehler
c2o6j7h8,17trii16,0.009108361,Family Medicine Telehealth Clinic With Medical Students,Endlich mehr Honorar für COVID-19-lmpfungen
nxmauvpu,bosj5jgi,0.009112107,Reasons for HOPE.,Internetabhängige Jugendliche schlafen schlechter
ztjikyxk,fx92xnzt,0.009112671,"Understanding Sustainability of Construction Products: Answers from Investors, Contractors, and Sellers of Building Materials",Welche Phytos gegen Husten?
lq92mlhs,vsdsp7jc,0.009142865,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Spotlight on Female Voices
znsjqn3m,0vlkahyu,0.009144959,Class - the ignored determinant of the nation's health.,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
6vz9lvch,m5wlk26r,0.009146119,The functions and roles of sestrins in regulating human diseases,COVID-19 trifft auf angeborene Herzfehler
e8yt0yuq,sfarwvit,0.0091469325,Vaccine Clinical Trials and Data Infrastructure,So machen Vermittler ihren Betrieb zukunftsfest
whl6yq4p,hrbxg1yg,0.009147008,Cardiovascular aspects of COVID-19,Es gibt Hoffnung
mkyhlb8w,d6su39tw,0.009153311,World News.,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
2w9zsz4m,gn8h9bi9,0.00915536,Aktuelles zur Brustkrebstherapie,"NSAIDs in patients with viral infections, including Covid-19: Victims or perpetrators?"
3dqljzjm,o6lybdne,0.009173804,An EUA for tocilizumab (Actemra) for COVID-19,The COVID years: Predictable unpredictability
lq92mlhs,5hepuqon,0.009178947,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,COVID-19 infections in pets such as cats and dogs
szxqsdbl,sfarwvit,0.0091791265,Cardiovascular risk and complications associated with COVID-19.,So machen Vermittler ihren Betrieb zukunftsfest
2w9zsz4m,ggg31biw,0.009184921,Aktuelles zur Brustkrebstherapie,Underreporting of COVID-19 deaths
v8xo2get,6ho4ox2e,0.009212185,Covid-19 discloses unequal geographies,Pädiatrie aktuell – Forschung kurz notiert
rqb19icj,f608irm6,0.009212563,Experiences of family caregivers of patients with COVID-19,Kardiale Folgen von COVID-19
pyeyl58n,m5wlk26r,0.009224889,Transdiagnostic vulnerability factors for behavioral health problems during COVID-19,COVID-19 trifft auf angeborene Herzfehler
wo6yfjez,fx92xnzt,0.009237828,"Space Design Between Research, Project and Education",Welche Phytos gegen Husten?
cl81y08y,etrtg1hj,0.009249897,Auf dem Weg zu einer nachhaltigen Mobilität,"Complicated Grief: Risk Factors, Protective Factors, and Interventions."
ffbchp74,b2wgo20y,0.009254273,Rechtsprechung kurz berichtet,Recovering from COVID-19: the key issues
17trii16,q0222g6g,0.009257881,Endlich mehr Honorar für COVID-19-lmpfungen,Clinical aspects of immunosuppression in poultry.
8p3fobrk,d6su39tw,0.009264661,No Visitors Allowed,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
ffikoig3,0vlkahyu,0.009266282,Online Learning of Students with Special Needs: Teachers' Perspectives,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
fouh4jhs,4e9rqj21,0.009277087,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,Immunophenotyping for Risk Stratification of Patients with COVID-19
pzumy9nk,sfarwvit,0.009297035,Risk stratification in hospitalized COVID-19 patients,So machen Vermittler ihren Betrieb zukunftsfest
6gwj6d9i,ffbchp74,0.009305659,Thieves' Market,Rechtsprechung kurz berichtet
46pn6jmc,whl6yq4p,0.009307649,Warum Austausch gerade jetzt wichtig ist,Cardiovascular aspects of COVID-19
4fvobtxz,m5wlk26r,0.009310883,Factors explaining the fear of being infected with COVID‐19,COVID-19 trifft auf angeborene Herzfehler
1g0pthfr,f608irm6,0.009335693,Epidemiological and Clinical Predictors of COVID-19,Kardiale Folgen von COVID-19
kux9vzn8,4pv7iq1m,0.009340936,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Policy priorities for 2020/21
30097lan,g3ypisig,0.0093457205,Hematological Aspects of COVID-19,Riechstörungen bei COVID-19 – aktueller Wissensstand
17trii16,mpje1c1p,0.009346472,Endlich mehr Honorar für COVID-19-lmpfungen,Careers and Employment
09dtsrg8,7ljhd62b,0.009360444,Predictors of illness severity in COVID-19 cases,COVID-19 – Eine neue Herausforderung
4coluqp2,hn6972s3,0.009361474,Structures of the Mononegavirales Polymerases,Vernebelung von Notfallmedikamenten im süddeutschen Rettungsdienst
cvlk80fl,fx92xnzt,0.009372324,News and Announcements,Welche Phytos gegen Husten?
fx92xnzt,85atx0zp,0.009372324,Welche Phytos gegen Husten?,News and Announcements
mdd60ic7,hf2snfdv,0.0093725175,Acknowledgement to Referees,Kutane Infektionen durch Staphylokokken und Streptokokken
0ngl3naa,hf2snfdv,0.0093725175,Acknowledgement to Referees,Kutane Infektionen durch Staphylokokken und Streptokokken
se2s9c5j,hf2snfdv,0.0093725175,Acknowledgement to Referees,Kutane Infektionen durch Staphylokokken und Streptokokken
eej8qb9t,hf2snfdv,0.0093725175,Acknowledgement to Referees.,Kutane Infektionen durch Staphylokokken und Streptokokken
s4bobqls,hf2snfdv,0.0093725175,Acknowledgement to referees,Kutane Infektionen durch Staphylokokken und Streptokokken
2un48l2e,hf2snfdv,0.0093725175,Acknowledgement to Referees,Kutane Infektionen durch Staphylokokken und Streptokokken
dbo18qfk,hf2snfdv,0.0093725175,Acknowledgement to Referees,Kutane Infektionen durch Staphylokokken und Streptokokken
rh9bx841,hf2snfdv,0.0093725175,Acknowledgement to Referees,Kutane Infektionen durch Staphylokokken und Streptokokken
2w9zsz4m,o8b1dx3b,0.0093788,Aktuelles zur Brustkrebstherapie,COVID-19 in persons with haematological cancers
0vlkahyu,e6pxogg9,0.009391659,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen,Monitoring Remote Employees at FinPro
7ljhd62b,h10d9flx,0.009398937,COVID-19 – Eine neue Herausforderung,Evaluation of Hyponatremia and Predictors of Hyponatremia in Patients Hospitalized with the COVID-19
obxdou4u,z3irrfu4,0.009442276,A note of gratitude,"Räumlich getrennt, virtuell vereint"
lq92mlhs,wvcabi5j,0.009451862,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Parasitology in the times of COVID-19
ajj8ph23,0vlkahyu,0.009475146,Talent Management: Needs and Prospects for Business Development in the Digital Economy,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
7ljhd62b,lxq48xxw,0.009481064,COVID-19 – Eine neue Herausforderung,Protecting children from maltreatment during COVID-19: Struggling to see children and their families through the lockdowns
fd9vwx42,d6su39tw,0.009491199,Focused and Other,Erfolgreiche Behandlung eines drittgradigen Pleuraempyems infolge einer COVID-19-Infektion
lfltlwj1,m5wlk26r,0.009510834,A review of COVID-19 vaccines and major considerations for diabetic patients,COVID-19 trifft auf angeborene Herzfehler
3nislr13,m5wlk26r,0.009510834,A review of COVID-19 vaccines and major considerations for diabetic patients.,COVID-19 trifft auf angeborene Herzfehler
bpz6skgv,6ho4ox2e,0.009511545,Critical care,Pädiatrie aktuell – Forschung kurz notiert
lm1tiprk,kux9vzn8,0.009513441,Epidemiological and Clinical Aspects of COVID-19; a Narrative Review.,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation
tmi60ugl,g4g02t1w,0.009514514,Fears and Hopes,KnorpelRegister - Bilanz nach sieben Jahren
76xvzvdg,0vlkahyu,0.009516313,National scientific medical meeting 1996 abstracts,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen
0vlkahyu,cm91em81,0.009516313,Wirksamkeit von Pflanzenprodukten gegen Herpesinfektionen,National scientific medical meeting 1997 abstracts
3dqljzjm,ea09nbkh,0.009519327,An EUA for tocilizumab (Actemra) for COVID-19,Conclusion and Further Thoughts
99btzh9a,z3irrfu4,0.009528167,News & Notes,"Räumlich getrennt, virtuell vereint"
ac3uumfq,fx92xnzt,0.009540297,COVID 19: challenges for virologists in the food industry,Welche Phytos gegen Husten?
lq92mlhs,j4kakh1k,0.009541508,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,News Items.
7kj3ttsm,g3ypisig,0.009547013,The molecular footprints of COVID-19,Riechstörungen bei COVID-19 – aktueller Wissensstand
zpo4us36,693r9rey,0.009548114,Versorgung von Krebspatienten leidet,Medical emergencies on commercial airline flights.
q1gecucn,2w9zsz4m,0.009548925,Tackling debt,Aktuelles zur Brustkrebstherapie
kux9vzn8,wdw2pj9g,0.009556444,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,CEACAM1 recognition by bacterial pathogens is species-specific
ewzts2hc,m5wlk26r,0.009558495,Anthropologists Answer Four Questions about the Pandemic,COVID-19 trifft auf angeborene Herzfehler
p9d78t6v,sfarwvit,0.009562003,NeoCORE Conference Abstracts,So machen Vermittler ihren Betrieb zukunftsfest
fouh4jhs,nggz2d9j,0.009575482,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,"The Effects of COVID-19 on U.S. Small Businesses: Evidence from Owners, Managers, and Employees"
rbez38t1,2w9zsz4m,0.009587698,Academic Coaching of Medical Students During COVID-19.,Aktuelles zur Brustkrebstherapie
sfarwvit,4segjkeh,0.009593309,So machen Vermittler ihren Betrieb zukunftsfest,Risk of COVID-19 breakthrough infection and hospitalization in individuals with comorbidities
fouh4jhs,hzip08oy,0.009607861,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren,Benzothiazoles as potential antiviral agents
kux9vzn8,cp64j9k2,0.0096140755,Bauchlage senkt Intubationsrate bei wachen COVID-19-Patienten auf Intensivstation,Critical care journals during the COVID-19 pandemic: challenges and responsibilities
lq92mlhs,kdfg0glv,0.009618599,Nachhaltiges Wirtschaften setzt eine nachhaltige Arbeitswelt voraus,Books reviewed
07xwlau9,fouh4jhs,0.009628581,Respiratory Diseases of Rodents,Konjunkturpaket notwendig — Rückkehr zur Schuldenbremse nicht forcieren
k7qibllm,46z4663u,0.009632204,Are children and schools a COVID-19 threat?,Endlich Farbe bekennen
